1,528,2.303747877
1,9719,4.285355898
1,5500,3.037564884
1,5664,0.349413463
1,2542,3.86859743
1,7024,3.033593768
1,1024,2.693062592
1,8221,1.241535108
1,3381,1.111899263
1,2597,3.107889009
1,931,4.403371644
1,5204,3.516466281
1,8567,1.754476068
1,4017,2.799436812
1,5265,4.779086996
1,9502,1.559137264
1,9077,1.360057063
1,237,1.85695623
1,3151,4.221284309
1,4845,1.779516934
1,9976,2.182357092
1,8786,3.100071759
1,8129,0.467805057
1,6384,1.319024792
1,5196,0.329029862
1,8103,0.156654797
1,1255,4.00448107
1,676,0.40041426
1,3120,1.504915529
1,3428,1.171211646
1,4071,3.928223004
1,1826,3.870974867
1,1309,1.484498548
1,3681,3.74945612
1,5752,2.216426391
1,6751,2.021867685
1,6757,1.84754111
1,6513,1.725296603
1,6963,2.365737794
1,543,0.05134258
1,1332,0.9603088
1,8733,0.092357448
1,3898,2.282885899
1,2580,4.450654785
1,4869,1.292967317
1,3173,4.2482773
1,7420,3.796820285
1,5801,4.14967817
1,3206,0.225642103
1,2753,3.126893725
1,9006,0.069263672
1,5466,2.024505687
1,3785,0.370124921
1,650,0.189393394
1,5782,4.935258707
1,2255,4.233614717
1,4299,1.855753084
1,1698,0.500372032
1,1485,1.091500671
1,4900,0.768284498
1,2373,1.971242989
1,5561,1.591780038
1,9434,0.1860276
1,7575,0.351776445
1,606,3.289633515
1,97,1.097123794
1,1199,2.160083776
1,5223,0.720638699
1,9146,2.141058709
1,6210,2.526314174
1,1306,3.699634483
1,1587,4.022025944
1,6095,4.148607856
1,1519,1.182209224
1,5710,1.646575004
1,7443,4.422611265
1,540,1.677185713
1,6174,1.631862961
1,159,3.760377877
1,6000,1.951008294
1,7337,1.583369706
1,5579,1.722442193
1,4686,3.814067937
1,4649,3.641753114
1,1438,1.423909257
1,5543,2.705037109
1,3604,0.301666063
1,4342,4.552439145
1,5529,3.556263038
1,3562,1.944746363
1,9907,0.991579424
1,5703,0.977395141
1,3396,4.515567534
1,5841,4.411133773
1,8348,0.663173865
1,3426,3.338694436
1,2814,3.086596364
1,8665,0.68638476
1,1175,0.990034973
1,3822,0.966719936
1,146,4.583728509
1,2164,0.542628826
1,3104,3.067382061
1,8173,1.351447875
1,5235,4.959516541
1,5284,0.489012377
1,6833,4.914979774
1,657,3.263446304
1,3963,2.335989658
1,3118,3.751414603
1,3890,2.691387113
1,671,2.683513259
1,8005,4.665284532
1,3885,0.572882763
1,2983,2.164658038
1,5876,1.164216923
1,8469,0.249043265
1,2693,2.764523736
1,2227,4.085903422
1,2867,4.420872724
1,4421,1.300135757
1,2689,2.941736642
1,7976,4.252496773
1,3975,1.507972945
1,4784,2.714075172
1,1752,4.973841477
1,917,2.321379084
1,430,4.969479142
1,5665,0.491731454
1,918,1.823485714
1,1020,0.287205867
1,6513,3.897156773
1,9116,3.040879159
1,4955,4.151153014
1,1136,0.705200982
1,9771,0.75791786
1,7196,2.761091664
1,5004,2.499287289
1,6360,3.409761177
1,8846,3.059804765
1,7619,2.750105729
1,274,4.591931679
1,3795,0.277922642
1,9368,1.903586858
1,5094,4.427756985
1,4057,4.594759364
1,5005,2.017052358
1,3356,4.380751563
1,8607,2.698587101
1,9907,2.941317658
1,3052,1.522339569
1,2744,1.889629004
1,2423,0.75877969
1,3990,2.074925695
1,9030,4.188687807
1,5456,4.00530566
1,7606,4.785996795
1,8968,1.460919437
1,6317,1.972004603
1,7237,2.776896943
1,6165,4.40108379
1,8692,2.240706476
1,2758,2.221634028
1,5228,1.603327655
1,6943,0.440870507
1,3526,0.808029084
1,736,3.08917697
1,1368,2.899738037
1,196,3.7309009
1,358,3.938720404
1,4204,2.720133877
1,89,2.571757928
1,8055,4.280052152
1,8138,4.048932492
1,4999,3.544923776
1,4091,0.248854482
1,3700,2.50015738
1,8515,0.57355602
1,1359,2.679131543
1,1424,3.533521318
1,7696,0.111437843
1,5200,4.787984085
1,4412,2.953331535
1,8272,4.47911
1,5763,1.455178776
1,8273,2.710790041
1,2780,0.526504847
1,9805,0.060626855
1,1388,0.37171148
1,7981,2.107847917
1,3307,1.26731969
1,5237,1.746586273
1,4151,2.585520516
1,331,3.253410236
1,5807,1.502860252
1,1979,2.087548362
1,7625,4.225651398
1,8100,3.542731955
1,8746,3.677523415
1,3415,2.773128883
1,9261,4.082098131
1,7643,2.162732577
1,8003,2.657301897
1,3331,1.878705087
1,9975,1.352387015
1,5079,2.905435335
1,7796,3.790336649
1,1518,2.396878508
1,2849,0.9229009
1,8554,3.64309375
1,5539,1.508410946
1,6962,1.283590774
1,6081,4.66415811
1,3093,0.214209092
1,6239,0.574305319
1,309,2.725562896
1,8556,1.331425029
1,6421,2.263423477
1,9113,4.051415313
1,6504,3.36834212
1,8828,2.617357223
1,8285,4.12979022
1,8187,1.041636685
1,7113,4.28965927
1,2158,0.169509083
1,7444,2.00375912
1,9830,3.08655595
1,6526,1.316633933
1,1031,3.264505103
1,1673,0.312985399
1,4306,2.194369421
1,9673,1.607297502
1,5946,1.533255303
1,1707,1.229250909
1,3040,0.051887625
1,9180,3.752414672
1,3132,4.110430074
1,2527,4.916058672
1,4915,4.434057276
1,1667,0.777392136
1,7369,3.022658338
1,6585,3.030328987
1,9590,4.429425019
1,3368,3.040690198
1,5076,0.8814088
1,4407,0.179613878
1,8879,1.932180881
1,3112,3.16259492
1,2525,1.663928651
1,973,2.527288681
1,40,2.71724058
1,205,4.362111659
1,7639,2.580880871
1,6369,4.2747745
1,6974,4.375119531
1,5162,0.172274572
1,8620,2.38048167
1,861,2.751001677
1,194,4.344803473
1,8394,2.063898196
1,7513,4.052879424
1,9084,3.279070274
1,1643,3.698205634
1,3487,2.446077207
1,9737,4.663827894
1,3923,0.051972661
1,9256,1.487177763
1,2775,2.573360335
1,1101,0.652427419
1,5592,3.130698046
1,8265,3.640096745
1,3645,2.451183277
1,5708,4.914047543
1,2235,4.466543214
1,8636,3.38980185
1,5300,3.967333936
1,7629,4.326368455
1,3596,0.257482014
1,5907,1.386808264
1,6790,4.434468588
1,8980,3.506688152
1,2756,3.765461589
1,8120,4.031247257
1,1476,3.665271951
1,2506,0.617786504
